Gender,Year,Shelter,Canteen_Usage,Weekly_Income,Foodspend%,Nutritional_consciousness, Usually_prefer_for_breakfast, Usually_prefer_for_Lunch, Usually_prefer_for_Dinner,DigitPayUsageCanteens,Convenience,Enhancements,Canteen_cleanliness_importance,University_canteen_sanitation,Cleanliness_rate_in_Base canteen,Cleanliness_rate_in_Gym_canteen,Cleanliness_rate_in_Staff_canteen,Cleanliness_rate_in_hilton_canteen,Cleanliness_rate_in_Din&sons_canteen,Cleanliness_rate_in_Helabojunhala_canteen,Cleanliness_rate_in_kirihala_canteen,Cleanliness_rate_in_staffJuicebar,Cleanliness_rate_in_GymJuicebar,Canteen_sanitation_issues ,Canteen_portion_sizes,Canteen_food_waste,Main_reason,Agree_on_portion_customization,Waste_management_rate_in_Basecanteen,Waste_management_rate_in_Gymcanteen,Waste_management_rate_in_Staffcanteen,Waste_management_rate_in_hiltoncanteen,Waste_management_rate_in_Don&sonscanteen,Waste_management_rate_in_Hela_bojun_hala_canteen,Waste_management_rate_in_kirihalacanteen,Waste_management_rate_in_staffJuicebar,Waste_management_rate_in_GymJuicebar,Most_visited_canteen,Base_Canteen_visits,Gym_Canteen_visits,Staff_Canteen_visits,Hilton_Canteen_visits,Don&Son's_shop_visits,Hela_Bojun_Hala_visits,Kiri Hala_Canteen_visits,JuiceBarI(in Gym)_visits,JuicebarII(in Staff)_visits,Factor_Food_Quality,Factor_Price,Factor_Service_Speed,Factor_Cleanliness,Factor_Beverage_Options,Factor_Seating_Availability,BaseCanteen_OverallSatisfaction,GymCanteen_OverallSatisfaction,StaffCanteen_OverallSatisfaction,HiltonCanteen_OverallSatisfaction,Don&Son'sshop_OverallSatisfaction,HelaBojunHala_OverallSatisfaction,KiriHalaCanteen_OverallSatisfaction,JuiceBarI(in Gym)_OverallSatisfaction,JuicebarII(in Staff)_OverallSatisfaction
Male,First Year,At Home,Frequently,Less than Rs.2000,40 - 60,4 - Important,2,2,2,Rarely,4 - Convenient,Discounts or rewards for digital payments,5 - Very important,Neutral,4,2,5,3,3,4,3,3,4,Lack of waste disposal bins,Slightly too small,Sometimes,Other,Agree,5,2,2,1,4,3,4,4,4,Hilton canteen󠇯,Occasionally,Rarely,Occasionally,Daily,Never,Rarely,Never,Rarely,Frequently,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Juice bar II (in Staff),Gym Canteen,4,1,4,3,3,3,5,3,5
Male,First Year,Bording/Apartment,Daily,Rs.3000 - Rs.4000,80 - 100,5 - Very important,5,2,2,Never,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Very Dissatisfied,2,1,3,2,4,2,4,3,3,Unclean equipment,Slightly too small,Always,I didn't like the taste,Disagree,3,1,1,1,1,1,3,3,3,Staff canteen󠇯,Rarely,Rarely,Frequently,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Kiri Hala,Base Canteen,Don & Son's shop,Juice bar II (in Staff),Kiri Hala,Hilton Canteen,1,1,3,2,3,3,4,3,3
Female,First Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,1,2,2,Rarely,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean seating areas,Slightly too small,Sometimes,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Kiri Hala󠇯,Daily,Daily,Rarely,Occasionally,Never,Occasionally,Daily,Frequently,Never,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,Second Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,40 - 60,5 - Very important,2,2,5,Never,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Lack of waste disposal bins,Much too small,Never,I didn't like the taste,Strongly Disagree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Never,Never,Occasionally,Frequently,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,First Year,Bording/Apartment,Rarely,Rs.4000 - Rs.5000,60 - 80,5 - Very important,2,2,2,Frequently,5 - Very Convenient,Meal subscription plans,5 - Very important,Dissatisfied,3,2,4,2,5,4,4,5,5,Unclean equipment,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Kiri Hala,Gym Canteen,3,3,4,2,4,3,3,4,4
Female,First Year,Campus Hostels,Daily,Rs.3000 - Rs.4000,60 - 80,2 - Slightly important,3,3,1,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Neutral,4,4,5,2,5,5,5,5,5,Unclean equipment,Just right,Rarely,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Rarely,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Rarely,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Base Canteen,Gym Canteen,5,4,4,3,3,4,3,4,4
Female,Second Year,At Home,Rarely,Rs.2000 - Rs.3000,20 - 40,5 - Very important,2,2,2,Frequently,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Very Dissatisfied,1,1,3,1,3,3,3,3,3,Unclean equipment,Just right,Never,The food was not fresh,Neutral,1,1,1,1,1,1,1,1,1,Staff canteen󠇯,Never,Never,Rarely,Never,Rarely,Never,Rarely,Rarely,Rarely,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,1,1,3,1,3,3,3,3,3
Male,Second Year,Bording/Apartment,Frequently,Rs.4000 - Rs.5000,40 - 60,4 - Important,2,2,2,Frequently,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,3,4,4,4,4,4,Unclean seating areas,Just right,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Gym Canteen,Gym Canteen,3,4,3,3,3,3,3,3,3
Male,First Year,Bording/Apartment,Occasionally,Above Rs.5000,40 - 60,4 - Important,3,2,3,Frequently,4 - Convenient,Meal subscription plans,4 - Convenient,Satisfied,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Rarely,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,3,3,3,3,3,3,3,3
Male,First Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,80 - 100,5 - Very important,1,2,2,Occasionally,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Unclean seating areas,Much too small,Never,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Gym canteen󠇯,Frequently,Daily,Frequently,Frequently,Never,Occasionally,Frequently,Daily,Rarely,Gym Canteen,Gym Canteen,Base Canteen,Gym Canteen,Gym Canteen,Gym Canteen,4,4,4,4,4,4,4,4,4
Female,First Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,40 - 60,5 - Very important,1,2,3,Occasionally,5 - Very Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Very Satisfied,4,4,4,4,4,4,4,4,4,Unclean equipment,Slightly too small,Rarely,I didn't like the taste,Agree,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Frequently,Frequently,Frequently,Never,Occasionally,Occasionally,Occasionally,Rarely,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Male,First Year,At Home,Rarely,Less than Rs.2000,0 - 20,4 - Important,2,2,3,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,4,3,4,4,4,4,4,4,4,Other,Just right,Rarely,I didn't like the taste,Neutral,3,3,4,4,4,4,4,3,4,Hilton canteen󠇯,Rarely,Rarely,Occasionally,Daily,Never,Never,Rarely,Occasionally,Occasionally,Staff Canteen,Hilton Canteen,Hilton Canteen,Staff Canteen,Juice Bar I (in Gym),Staff Canteen,4,3,4,4,3,4,3,4,3
Male,Second Year,Bording/Apartment,Frequently,Above Rs.5000,60 - 80,4 - Important,3,2,1,Never,5 - Very Convenient,Meal subscription plans,4 - Convenient,Satisfied,4,4,5,3,5,5,5,5,5,Unclean equipment,Just right,Rarely,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,4,3,4,3,4,4,4,4,4
Female,Third Year,At Home,Frequently,Rs.4000 - Rs.5000,40 - 60,3 - Moderately important,1,2,2,Never,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Satisfied,5,2,3,3,3,3,5,4,4,Other,Just right,Rarely,I didn't like the taste,Neutral,5,3,4,3,3,3,4,5,5,Base canteen󠇯,Daily,Occasionally,Rarely,Never,Never,Never,Frequently,Occasionally,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Gym Canteen,5,4,4,3,3,3,5,5,5
Male,Third Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,40 - 60,4 - Important,2,2,2,Rarely,3 - Moderately Convenient,Discounts or rewards for digital payments,2 - Slightly important,Neutral,4,2,3,2,2,3,2,4,4,Unclean equipment,Slightly too small,Sometimes,I didn't like the taste,Agree,4,2,3,2,3,2,3,3,2,Base canteen󠇯,Daily,Occasionally,Occasionally,Rarely,Never,Rarely,Rarely,Occasionally,Never,Base Canteen,Gym Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,2,3,2,2,3,2,3,2
Male,Third Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,60 - 80,5 - Very important,2,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Very Satisfied,4,3,4,3,4,4,4,4,4,Unclean seating areas,Just right,Rarely,The portion size is too large,Agree,4,4,4,4,4,4,4,4,4,Staff canteen󠇯,Occasionally,Occasionally,Daily,Rarely,Rarely,Daily,Rarely,Daily,Daily,Staff Canteen,Gym Canteen,Base Canteen,Juice bar II (in Staff),Staff Canteen,Gym Canteen,4,3,4,3,4,4,4,4,4
Male,Third Year,Bording/Apartment,Frequently,Rs.2000 - Rs.3000,40 - 60,4 - Important,2,4,2,Never,4 - Convenient,Discounts or rewards for digital payments,2 - Slightly important,Neutral,4,3,2,2,4,5,4,5,5,Poor food handling practices,Slightly too large,Rarely,The food was not fresh,Neutral,3,4,3,4,3,3,4,4,3,Gym canteen󠇯,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Rarely,Rarely,Occasionally,Frequently,Staff Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Staff Canteen,Gym Canteen,4,3,2,2,5,5,4,5,4
Male,Second Year,Bording/Apartment,Frequently,Above Rs.5000,40 - 60,4 - Important,2,3,2,Never,5 - Very Convenient,None,5 - Very important,Satisfied,4,4,4,3,4,4,4,4,4,Unclean equipment,Just right,Rarely,I didn't like the taste,Disagree,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Frequently,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,4,3,4,2,3,3,3,4,4
Male,Second Year,At Home,Rarely,Rs.3000 - Rs.4000,20 - 40,5 - Very important,3,2,2,Never,5 - Very Convenient,Discounts or rewards for digital payments,5 - Very important,Dissatisfied,4,4,4,3,4,4,4,4,4,Unclean seating areas,Just right,Rarely,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Rarely,Rarely,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Staff Canteen,Base Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,3,4,3,3,3,3,3,3
Female,Third Year,Campus Hostels,Frequently,Rs.2000 - Rs.3000,80 - 100,3 - Moderately important,4,2,2,Never,2 - Slightly Convenient,None,5 - Very important,Neutral,3,2,4,2,3,3,3,3,3,Unclean equipment,Just right,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Occasionally,Frequently,Rarely,Rarely,Rarely,Rarely,Frequently,Frequently,Staff Canteen,Base Canteen,Staff Canteen,Don & Son's shop,Juice bar II (in Staff),Juice Bar I (in Gym),3,3,3,3,3,3,3,3,3
Male,First Year,Bording/Apartment,Daily,Less than Rs.2000,80 - 100,4 - Important,2,2,4,Never,4 - Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,4,2,4,3,5,5,5,3,4,Lack of waste disposal bins,Much too small,Never,Other,Strongly Agree,5,3,5,3,5,5,5,5,5,Hilton canteen󠇯,Rarely,Rarely,Occasionally,Daily,Occasionally,Frequently,Frequently,Frequently,Frequently,Staff Canteen,Hilton Canteen,Hilton Canteen,Base Canteen,Don & Son's shop,Gym Canteen,1,1,1,1,1,1,1,1,1
Female,Third Year,At Home,Occasionally,Rs.2000 - Rs.3000,80 - 100,4 - Important,3,3,3,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,4,3,3,4,3,4,3,4,3,Unclean equipment,Just right,Sometimes,The food was not fresh,Neutral,3,2,3,3,2,3,3,2,3,Don & son’s shop󠇯,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Rarely,Occasionally,Gym Canteen,Staff Canteen,Gym Canteen,Staff Canteen,Gym Canteen,Staff Canteen,4,3,4,4,3,4,3,4,4
Male,Third Year,Bording/Apartment,Frequently,Rs.2000 - Rs.3000,40 - 60,2 - Slightly important,1,1,1,Never,1 - Not Convenient,None,5 - Very important,Neutral,3,2,3,2,4,2,3,3,3,Unclean equipment,Much too small,Sometimes,I didn't like the taste,Neutral,3,3,4,2,4,3,4,4,4,Base canteen󠇯,Occasionally,Occasionally,Occasionally,Rarely,Occasionally,Rarely,Rarely,Occasionally,Occasionally,Staff Canteen,Base Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,3,3,2,4,2,4,2,3,3
Female,Third Year,Bording/Apartment,Rarely,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,1,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,4 - Convenient,Neutral,3,3,3,3,4,3,3,3,3,Poor food handling practices,Just right,Rarely,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Staff canteen󠇯,Rarely,Rarely,Occasionally,Rarely,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Don & Son's shop,Staff Canteen,Staff Canteen,Don & Son's shop,Juice Bar I (in Gym),Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Third Year,Bording/Apartment,Occasionally,Above Rs.5000,60 - 80,3 - Moderately important,1,1,1,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,1,2,3,4,3,2,1,2,4,Lack of waste disposal bins,Just right,Sometimes,I didn't like the taste,Disagree,1,3,3,2,4,4,3,3,4,Gym canteen󠇯,Never,Rarely,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Rarely,Rarely,Base Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Gym Canteen,Staff Canteen,1,2,3,4,3,2,1,2,3
Male,Second Year,Bording/Apartment,Occasionally,Less than Rs.2000,40 - 60,3 - Moderately important,2,2,2,Rarely,2 - Slightly Convenient,Meal subscription plans;Discounts or rewards for digital payments,2 - Slightly important,Neutral,3,1,3,2,4,2,3,2,2,Unclean seating areas,Much too small,Rarely,The food was not fresh,Agree,1,2,3,2,3,1,3,2,4,Base canteen󠇯,Daily,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Frequently,Occasionally,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,1,2,2,1,2,2,1,2,3
Female,Second Year,Bording/Apartment,Occasionally,Rs.4000 - Rs.5000,60 - 80,4 - Important,1,1,1,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,4,4,4,4,4,4,4,4,4,Poor food handling practices,Just right,Sometimes,The food was not fresh,Neutral,4,4,4,4,4,4,4,4,4,Gym canteen󠇯,Frequently,Daily,Frequently,Frequently,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,4,4,4,4,4,4,4,4,4
Male,Second Year,Bording/Apartment,Frequently,Rs.2000 - Rs.3000,20 - 40,4 - Important,1,1,2,Occasionally,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Neutral,4,4,4,3,3,3,3,3,3,Poor food handling practices,Slightly too large,Sometimes,I didn't like the taste,Neutral,3,3,4,3,3,3,3,3,3,Staff canteen󠇯,Occasionally,Occasionally,Frequently,Rarely,Never,Never,Never,Occasionally,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Staff Canteen,Kiri Hala,Gym Canteen,3,4,4,2,3,3,3,4,3
Female,Third Year,Bording/Apartment,Rarely,Less than Rs.2000,0 - 20,3 - Moderately important,5,3,4,Rarely,3 - Moderately Convenient,Meal subscription plans,3 - Moderately important,Neutral,3,3,4,4,4,3,4,2,2,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Occasionally,Occasionally,Occasionally,Rarely,Never,Occasionally,Never,Occasionally,Occasionally,Base Canteen,Hilton Canteen,Gym Canteen,Hela Bojun Hala,Juice Bar I (in Gym),Gym Canteen,4,3,3,3,3,4,2,4,4
Female,Second Year,At Home,Rarely,Rs.2000 - Rs.3000,40 - 60,2 - Slightly important,2,2,3,Rarely,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,2,3,3,3,2,2,3,3,2,Lack of waste disposal bins,Slightly too small,Sometimes,I didn't like the taste,Neutral,3,3,3,3,3,3,3,3,3,Gym canteen󠇯,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Staff Canteen,Gym Canteen,Staff Canteen,Hilton Canteen,Don & Son's shop,Hilton Canteen,3,3,4,3,3,3,3,3,3
Male,Second Year,Campus Hostels,Frequently,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,3,3,2,Occasionally,3 - Moderately Convenient,Meal subscription plans,4 - Convenient,Satisfied,3,3,3,3,3,3,3,3,3,Unclean equipment,Just right,Sometimes,The portion size is too large,Neutral,3,3,4,4,3,3,3,3,3,Gym canteen󠇯,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Occasionally,Occasionally,Occasionally,Staff Canteen,Hilton Canteen,Don & Son's shop,Hilton Canteen,Staff Canteen,Staff Canteen,3,4,3,3,3,4,3,3,3
Female,Second Year,Bording/Apartment,Rarely,Rs.3000 - Rs.4000,40 - 60,2 - Slightly important,3,3,3,Occasionally,3 - Moderately Convenient,None,4 - Convenient,Neutral,3,4,3,3,4,3,4,3,3,Poor food handling practices,Just right,Sometimes,The food was not fresh,Neutral,3,3,3,3,3,3,3,3,3,Hilton canteen󠇯,Rarely,Occasionally,Occasionally,Frequently,Occasionally,Rarely,Never,Occasionally,Occasionally,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,Hilton Canteen,3,3,3,4,3,3,3,3,3
Male,Third Year,Bording/Apartment,Occasionally,Rs.2000 - Rs.3000,20 - 40,2 - Slightly important,2,2,3,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Very Dissatisfied,3,2,3,3,2,3,3,3,3,Lack of waste disposal bins,Just right,Often,I didn't like the taste,Disagree,2,4,2,2,4,4,4,2,2,Hilton canteen󠇯,Rarely,Never,Never,Rarely,Occasionally,Rarely,Rarely,Never,Rarely,Staff Canteen,Staff Canteen,Base Canteen,Staff Canteen,Gym Canteen,Gym Canteen,3,3,3,3,3,3,3,3,3
Male,Third Year,Bording/Apartment,Rarely,Above Rs.5000,20 - 40,1 - Not important,3,3,3,Never,2 - Slightly Convenient,None,2 - Slightly important,Neutral,4,4,3,4,4,4,4,4,4,Poor food handling practices,Much too small,Rarely,I didn't like the taste,Neutral,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Daily,Rarely,Rarely,Never,Never,Never,Rarely,Never,Base Canteen,Gym Canteen,Base Canteen,Base Canteen,Gym Canteen,Base Canteen,5,5,3,4,3,4,4,2,2
Male,Third Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,60 - 80,4 - Important,2,2,3,Never,4 - Convenient,None,4 - Convenient,Very Dissatisfied,5,5,5,3,3,3,3,5,5,Other,Just right,Never,I didn't like the taste,Agree,5,5,4,3,3,4,3,3,4,Base canteen󠇯,Daily,Daily,Daily,Frequently,Frequently,Frequently,Occasionally,Occasionally,Daily,Don & Son's shop,Don & Son's shop,Hilton Canteen,Don & Son's shop,Hilton Canteen,Don & Son's shop,2,1,2,3,1,3,3,2,1
Female,Third Year,Bording/Apartment,Daily,Rs.2000 - Rs.3000,40 - 60,3 - Moderately important,2,2,2,Never,3 - Moderately Convenient,Discounts or rewards for digital payments,5 - Very important,Satisfied,4,4,4,4,4,4,4,4,4,Other,Just right,Sometimes,Other,Neutral,4,4,4,4,4,4,4,4,4,Base canteen󠇯,Daily,Never,Never,Never,Never,Never,Never,Frequently,Never,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,Base Canteen,4,4,4,4,4,4,4,4,4
Female,First Year,Campus Hostels,Occasionally,Less than Rs.2000,40 - 60,3 - Moderately important,1,3,4,Never,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,5 - Very important,Neutral,3,1,3,4,4,5,2,2,4,Poor food handling practices,Just right,Rarely,The food was not fresh,Neutral,3,2,4,4,4,4,3,2,4,Base canteen󠇯,Frequently,Rarely,Occasionally,Daily,Rarely,Frequently,Daily,Rarely,Occasionally,Hela Bojun Hala,Hilton Canteen,Hilton Canteen,Hela Bojun Hala,Staff Canteen,Hilton Canteen,3,1,2,3,3,4,3,1,4
Female,Second Year,Campus Hostels,Occasionally,Rs.2000 - Rs.3000,60 - 80,3 - Moderately important,3,2,2,Occasionally,3 - Moderately Convenient,Meal subscription plans;Discounts or rewards for digital payments,3 - Moderately important,Neutral,3,3,4,4,3,4,3,3,4,Lack of waste disposal bins,Just right,Rarely,I didn't like the taste,Disagree,2,3,4,2,3,3,3,3,3,Staff canteen󠇯,Rarely,Occasionally,Frequently,Occasionally,Rarely,Occasionally,Never,Occasionally,Occasionally,Staff Canteen,Staff Canteen,Staff Canteen,Staff Canteen,Kiri Hala,Staff Canteen,3,3,3,3,3,3,3,3,3
Female,Third Year,Bording/Apartment,Occasionally,Rs.3000 - Rs.4000,40 - 60,3 - Moderately important,2,2,4,Never,1 - Not Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Neutral,4,3,4,2,4,4,4,4,4,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,4,3,4,3,4,4,4,4,4,Base canteen󠇯,Daily,Daily,Frequently,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Daily,Staff Canteen,Base Canteen,Base Canteen,Base Canteen,Gym Canteen,Gym Canteen,5,4,4,4,4,5,5,5,5
Male,Third Year,Campus Hostels,Occasionally,Rs.4000 - Rs.5000,60 - 80,3 - Moderately important,3,3,1,Never,2 - Slightly Convenient,Meal subscription plans;None,4 - Convenient,Neutral,4,5,4,3,4,4,4,4,4,Lack of waste disposal bins,Just right,Rarely,The food was not fresh,Neutral,4,3,4,3,4,4,4,4,4,Gym canteen󠇯,Frequently,Daily,Frequently,Occasionally,Frequently,Frequently,Occasionally,Frequently,Occasionally,Staff Canteen,Gym Canteen,Gym Canteen,Base Canteen,Staff Canteen,Gym Canteen,3,3,4,3,3,4,4,3,3
Female,First Year,Bording/Apartment,Daily,Rs.4000 - Rs.5000,40 - 60,1 - Not important,1,2,3,Rarely,4 - Convenient,Meal subscription plans;Discounts or rewards for digital payments,4 - Convenient,Neutral,4,2,4,2,4,4,3,3,3,Unclean seating areas,Just right,Sometimes,I didn't like the taste,Disagree,5,2,4,4,3,3,3,3,3,Base canteen󠇯,Daily,Rarely,Occasionally,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Base Canteen,Gym Canteen,Base Canteen,Staff Canteen,Base Canteen,Base Canteen,5,4,4,3,3,3,3,3,4
Female,Third Year,Bording/Apartment,Frequently,Rs.4000 - Rs.5000,80 - 100,4 - Important,3,3,4,Rarely,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,4,3,4,2,4,4,5,4,4,Poor food handling practices,Just right,Sometimes,I didn't like the taste,Neutral,4,4,4,2,3,3,3,3,3,Gym canteen󠇯,Daily,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Frequently,Staff Canteen,Gym Canteen,Gym Canteen,Base Canteen,Staff Canteen,Gym Canteen,4,3,4,3,5,4,5,5,5
Male,Third Year,At Home,Rarely,Rs.2000 - Rs.3000,40 - 60,3 - Moderately important,5,2,5,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,4,4,4,3,4,3,3,3,4,Poor food handling practices,Just right,Often,The food was not fresh,Neutral,4,3,4,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Frequently,Daily,Daily,Staff Canteen,Gym Canteen,Base Canteen,Base Canteen,Staff Canteen,Gym Canteen,4,4,4,3,3,3,3,3,3
Male,Third Year,Campus Hostels,Daily,Rs.4000 - Rs.5000,80 - 100,4 - Important,3,3,3,Occasionally,3 - Moderately Convenient,Discounts or rewards for digital payments,3 - Moderately important,Neutral,4,4,4,3,3,3,3,5,5,Unclean seating areas,Slightly too small,Sometimes,The food was not fresh,Neutral,3,4,3,3,3,3,3,3,3,Base canteen󠇯,Daily,Frequently,Occasionally,Occasionally,Occasionally,Occasionally,Occasionally,Daily,Daily,Staff Canteen,Gym Canteen,Gym Canteen,Base Canteen,Staff Canteen,Gym Canteen,5,4,5,4,4,4,4,5,5
